Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,ReevalFrequency,b1Mean,b1Variance,b2Mean,b2Variance,finalPerfVar,finalPerformance,seed
0.0,1.0,Cycle,16.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.9109365693459366,9.480967926350178,-1201109909
0.0,1.0,Cycle,16.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.753960834406173,9.489629211922896,-2014123957
0.0,1.0,Cycle,17.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.5679782769452895,9.516544432440098,-1583955159
0.0,1.0,Cycle,17.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.3394634600072048,9.532089371415257,909904415
0.0,1.0,Cycle,17.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.2585969632570284,9.55447380795896,-1310927943
0.0,1.0,Cycle,18.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.2920828076413822,9.526576018628512,1674542409
0.0,1.0,Cycle,18.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.2935464230433182,9.524994633794535,-1170839438
0.0,1.0,Cycle,18.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.2426103322327837,9.54316174486565,-1334257021
0.0,1.0,Cycle,19.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.056533305659128,9.547297824934354,1637983363
0.0,1.0,Cycle,19.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.0646224883116253,9.546495648466019,1739032161
0.0,1.0,Cycle,19.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,1.1736174042924663,9.527902104952865,1256338187
0.0,1.0,Cycle,20.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.8338457896923576,9.5702217840966,-1487056885
0.0,1.0,Cycle,20.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.9008198254910665,9.553383971518132,-245568627
0.0,1.0,Cycle,20.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.8410336138675313,9.57360822171312,717521977
0.0,1.0,Cycle,21.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.7682378880468694,9.560917043756143,-1685704289
0.0,1.0,Cycle,21.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.7964317899649886,9.56591934298233,-25719792
0.0,1.0,Cycle,21.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.759564766313823,9.570397670781556,-1452468913
0.0,1.0,Cycle,22.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.6634787625179985,9.574034229171923,1082064979
0.0,1.0,Cycle,22.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.7046385469755563,9.566852122754318,-7645077
0.0,1.0,Cycle,22.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.7819254501478294,9.559186921628154,1436593882
0.0,1.0,Cycle,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.6453800799698561,9.574826170029372,51585457
0.0,1.0,Cycle,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5713355810643818,9.586555212807223,-286379024
0.0,1.0,Cycle,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5745175466909554,9.580574197376452,-50752030
0.0,1.0,Cycle,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5276447764766914,9.586194117118403,-1410986106
0.0,1.0,Cycle,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5282549870373612,9.58345093044099,-1802129077
0.0,1.0,Cycle,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,0.5519789031728369,9.563638978306628,2026265475
0.0,1.0,Complete,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,15.515961230135591,8.111261312208049,-1629597587
0.0,1.0,Complete,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.995192390984975,8.183868099065029,399886223
0.0,1.0,Complete,23.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,15.624302408918224,8.093970821981658,287966191
0.0,1.0,Complete,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.895951227032295,8.214794308789852,1864631343
0.0,1.0,Complete,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.855256747817963,8.20799529775957,794355979
0.0,1.0,Complete,24.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.92863322984977,8.198965903653336,995625458
0.0,1.0,Complete,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.328187175038883,8.291109039450529,932647240
0.0,1.0,Complete,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.051949021871923,8.345969021627822,-1284439761
0.0,1.0,Complete,25.0,2.0,500.0,10000.0,1.0,10.0,50.0,0.0,0.0,14.583055583330486,8.249628290588758,-463092570
