Epsilon,InitialSample,Network,NumberOfAgents,NumberOfBandits,NumberOfPulls,NumberOfTrials,PreferenceBias,ResultCorrelation,b1Mean1,b1Mean2,b1Variance,b2Mean1,b2Mean2,b2Variance,b3Mean1,b3Mean2,b3Variance,b4Mean1,b4Mean2,b4Variance,objPerformance1,objPerformance1Var,objPerformance2,objPerformance2Var,seed,subPerformance,subPerformanceVar
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.0,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47319531589237,25.95523594622337,4.474917635011801,26.620096834172433,-871458431,4.474917635011801,26.620096834172433
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.0,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4221472897630445,25.865030814924744,4.427189055255363,26.527259797733823,-16994053,4.427189055255363,26.527259797733823
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.424448842626241,25.66708688970291,5.424718801447646,26.043232590851066,626098683,5.424416300745277,26.02737409388286
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.343985808123905,25.822845462800483,5.353939707790522,26.265675794999357,1278348890,5.349697018845806,26.228143844877085
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.1,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.264791910611138,25.854953847891732,5.259074682294088,26.153853591797706,928630692,5.257220760003585,26.140414958946028
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.794422084411924,25.395613724655266,5.801035813392854,25.642438334142224,-1267515591,5.799448098370475,25.643941918416218
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.800783073402479,25.462602295755612,5.781644843506281,25.52293362698023,570671669,5.785456160595365,25.540046150089225
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.2,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.772258326495695,25.215929972836314,5.767377821888763,25.341925314877425,-297958985,5.765259694805475,25.367856602024087
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.899246131696277,25.41293644691524,5.914197928889984,25.627513271190878,-511447373,5.916021419770658,25.675413621954114
0.0,1.0,Complete,10.0,2.0,500.0,10000.0,0.30000000000000004,0.5,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.910181875222364,25.33403835687337,5.9319153704488805,25.57226085515566,-1855917222,5.92573937410529,25.55340593764054
